address,cap,partner
0x75f7f3569CAbe54eEAF28fc1f6178B22193F69D5,1,true
0xe1bdFF947510a8e9623cF7f3c6cF6fE5e37C16b8,1,true
0x2f8ad3A412BC50896dC1cB163095e8Eb72e0DB6F,1,true
0xf2DB455EA55fB0DB4854402c614E163A82bD9492,1,true
0x38E3c92a543ed6C87eaEd33bCba04B9d30291220,1,true
0x94583b40Caa9CBDfe07b72D7F22Fb9A53F4F8586,1,true
0x33941c8C3C773aaC7D2B8359F685b28127b8bcDb,1,true
0x7FEaD2800F7fB3492aBA499C3a5423E6A1e786Ff,1,true
0x2e15DBb547Fa71edF46f406db180F50AE72b3472,1,true
0xD3b52a5CF36434eDc77bb2bc0a4478Ac8E61617a,1,true
0x34231a6b9a27dBF7295989952673B34c405bDb13,5,true
0xc767778E9B7841C029966f05B9762d3342e0510A,5,true
0x73459d2DD83FcbB49A115D35D0BC98159B17De42,5,true
0xaBCEFc06d23f20Dde941fA77779Fb486664B2bF2,5,true
0x807fb817247cfC3b5984B2C698e4addA174D49f8,1,true
0x8fE03EC491307A5d8962cD8b7Ff1aC25c70A85b4,1,true
0xbfFf9fFfF8462BFF5Fe37f40dF10559A4372Fd56,1,true
0x1A3F38eB9fA7257d86671223F092Ad76cC53DE21,1,true
0xA1Edb97A33b5718D2633b6ee144C8B5abfaE0b63,1,true
0xc11B328f29dacB5C691f9E991647b981b6ad5FE4,1,true
0x8c583eB83d178dCFee797f434FA48a6121413BF9,1,true
0xC680418C513fED5c3C0b460c6170E0c581D7a393,1,true
0x4E4A8e410E2b550e031bF2a940532CDA407cB005,1,true
0x09B7d8d0EfAdA60f4e3dDedd27A519C78eDD8157,1,true
0xB490C548fb6Ab1a296A5a09a8006797CcdC7072D,1,true
0x99e866eaE7fCf07ACaDf818A5AD22c456Ac95Fd3,1,true
0xaF0606C779062b1C8F2eC52Bb8bbfB6Dc8Fecb78,1,true
0x3B44dCbc6EbdE6c5D37b95E806f73aa38797cF51,1,true
0xB0D326D82226E472969705C9Ec319434c3088330,1,true
0x7d809e275339bc698746B88787BADFc613e080f5,1,true
0xeeE540fD4e5997B4E9379f4a90BA6964D2842022,1,true
0xff8EB4940300A762F7cb0DE23b8C3A6932034F17,1,true
0xC4d86336F46bad82F30Ad97C94AeaaD68f95C0D2,1,true
0x8630915f01Ad49C9cD38FFFf38932d3710519ec5,1,true
0x2868E66Cc9eA304F9ABFf50351DEd2cC26623e47,1,true
0x633C654227BA653c940344BBCa286E0F431FFF47,1,true
0x8a2F408F0AeE7C1555E4CC52602f6C70908be6e2,1,true
0x305b30f77892e93293CBf63135dC27f4E0B27106,1,true
0x9e4d9CD5C54006e8cF7a4Ba2d7Fdf4d7ccfd1542,1,true
0x636E879c08563C95bc2dC3396610bc74031Fb898,1,true
0xd264105CD81f3350174e1D82BEb06d912B484cd8,1,true
0x5E232591dD398062fd893d03B1525FA1848d569E,1,true
0x7A954fA29BB509EFf8dB17902447e96789306d19,1,true
0xDa28ddF14Ec309F3f506315Da623618F8D829F10,1,true
0x7C20200a202C125c51F1C559fAec845cf947D348,1,true
0xf2A9FD844DFECE32598B50f77482BD70B178A90b,1,true
0x1dC028C52C9c0a6cD09E7E100182aBcD1093eeCe,1,true
0x7eC39A3a812Be775A48663BD7bACfDC8dc1244e7,1,true
0x42e4a9B438A419c5B6996f0c0Dc63686Cc3943b2,1,true
0x1Cd08b09D0173b79b500499705114C6Ad151901D,1,true
0x74d44DFf0291D9145b0EE6AB7cc454e2B6183c90,1,true
0x1Ed8CC6fa7F7677972c5cD33d0DD393C456E1709,1,true
0xD11c519d67A77d2f1F16F0760e9921aB0c0dfe51,1,true
0x50c73fEb35aFb06514afff6A3e8e4C44Fedc0807,1,true
0xaF4DC81887d903cEEABDAB606877430383762A08,3,true
0x11225c574c0F68649dD4a30509efF1a1D9f7dE8B,1,true
0x06Fb854248A6B6AF9CfDd9844fc500A2a9d0Db88,1,true
0xD23aAFb765d10e53850E2338ac6883EB1f693291,1,true
0x7ec056dFdE1Ade1dABebf7c4E6ACA5CB1D7a9e52,1,true
0x7405Fe24003A50e4f4117D35E9b5a9f5E512fEdE,7,true
0xf34C06cd907AD036b75cee40755b6937176f24c3,5,true
0xf9fB94327D7998555B5Ad02d4745ffd219C8fE3A,5,true
0x73046a70f5e5B845b7e095F071ae4ef3a3Ef7B0f,3,true
0x0909E0D664192E12CFcbC036CeE2b4865F5EA76d,3,true
0xEf5a9C093e2395249098b032a3E77c1fBa6e427f,3,true
0xFCF22B67c90Cad767E5DF5bf27e8A896c2991927,3,true
0x8108A711714D19B13355c8A02338423bCD9583dF,3,true
0xD313092715cff1e04785A3394079D721358616f1,2,true
0x4fce87521b80E72924a43a08516dfA484fD1B712,5,true
0x2cFae776F0749A56542B83B48515d472A7020367,5,true
0x176B9D2A4f3Ee603d8693d22Bf9a2c04A48FBF13,5,true
0x266468e75F13a4383c9917Aa564A30FF9eD9A7B6,5,true
0x79e66DBE533Cc4A8575A5cF3CE4C1E7D1e207A27,5,true
0x1ba284e2CC8aa6944Cc09A070d0CaCEC88186097,5,true
0xf7A67c39dDA81d47c2B4c7Cc40e16D8605715a95,5,true
0xFF6d608fcf0350a0eE098f913FAFE84E4574a851,5,true
0x8A9D1E7f99ae091721b59dE9D9eEB6050bb14a6E,7,true
0x6ea61f2577202470e44cA8751eaC98bb246FFeAF,5,true
0x29DF11B581FD7BA6a0c629F74c057118Fbc89439,5,true
0xB113373D29C24ee556760BDEa1eEDB7f0A3f6d62,5,true
0x43E27b6323292c420238AC58ec5785a2D65506EA,5,true
0x9a5b492969F3e18Aa02B741e9A6829bad489B488,5,true
0x7bdc4C47C7A47bD2a0BF533da7e29eC0D6fd5e68,5,true
0x900de759C4f6fB631967e8A802C7eAadEe7ac40C,5,true
0x32C885bE90c431ba30ca7936dfdB0969793bA227,5,true
0x11213207f46167d2dfd26941E64C91d25C92cB6d,2,true
0xC0E19B5E751Dc1c2f70b1E7A9d154fb7DE5837fd,5,true
0xA48e2D62dBdf6E10eB724134814f2FC9A2e40b01,5,true
0xBD6F210A624a792e7d30A2F7591Dc7Abce2F3C48,5,true
0x035a6Ef9b70D4e65c79aC4b1595B7A7691a9Ac25,5,true
0xba4B4817C6e63ff4594B27AD9A43F2f429c93744,5,true
0x64BE84A02670E5292cD2F594C8bc138e3db1D4F3,5,true
0x6C62c0f8EA6F74e208D86BF11e4c3925d79D972e,5,true
0x744288C6478A93ba32fAc31288322Bb0074b9650,5,true
0xC34fE4a04eb2017AdE8C0FcA54d8dBe555526156,5,true
0x79bc472755777eb40A6675E8ccA2d5B11dD8Ad2a,7,false
0x2fAA545545138440D63af2ad2BFc0C7Afc33E2b9,5,false
0xE1d7c0e2A29E72F26A864BC5BA4037A0966655FF,5,false
0x7958bbAB0a32DF595B814B50F27681ce42787bF2,5,false
0xa4874bC70529DFA95c2692dDC62BDC64C8755C26,5,false
0x3e1eA1387E5Db9997229D458e1501f1C268B97D7,5,false
0xbb5B663D8293E08fDD658806fd24389055cCEB3e,5,false
0xE58D7518F4015BF18dd7Bd8c204B4cAcBD7BfaCc,5,false
0xa092f133e648F3bAF48D3a7449e8E80844041dFb,5,false
0x20fA4b30B6e62bad81C7A4FA8A236a9d32404A81,5,false
0x001fAF7F385307A76CD00585b1B26FAf52AB1899,5,false
0x4A5f105a1D77077b646100BEc2e46a976Df4Fc85,5,false
0x09fFAAa4F845797924DB7f4A40674D80bA252E90,7,false
0x2Ac62acae8d027C47004cB15c45BDdfbd9256386,5,false
0xA20C3C14F4d77eD780e60333c58350439c70D1DE,5,false
0xda21dC5e01ef214aDF55124Fcc0b310c5832191B,5,false
0xe57f3ecc35ac0F906B8A893982B4ec32689E9CB6,5,false
0x16E258593a88a1d71b3A8195F53230d09A473A50,5,false
0x551b2828465F23191b6A3A0a4695fD43485A66dd,5,false
0x278B4f3AaFc3d731613Db41c9dE0e43D57Ea0143,5,false
0x445bf309C5E4D2f6Ab11d4666278E61F6EeB1eC8,5,false
0x86B0ebc4F5dd71AD5ad37255681F6dc70e79D0F6,7,false
0x94Dd3BeEA23a62EEE53a52e7Aa3D049BF1F45056,5,false
0x2A57F1f6f28cdB1A5F75BdC8D6E774250b2F4Bd9,5,false
0xc969cb7E6e2c53a3cD29D62ECC874c354F3E2173,5,false
0x9eB4886A183b0F8cB25dA442D8E057A121B8bf4a,5,false
0xefB92101F914FAEB398AF08E4bd5E83B974211C1,5,false
0x5804aF503c29B2373B84fEa821ccC60D7B46283a,5,false
0x13103EEd0447B5394F8aA45D528a0859B5025B77,5,false
0x85D30b3246162D806e30C09ff008DE8A83F0B69d,5,false
0xE6086edc254335C00FC9129ED704EF936eB2D2B9,5,false
0x72E87b76F25f70F73579a8407B32907aF19e3cC2,5,false
0xb0dE2b149cE8Ec83a189E87054c181627ae500fd,5,false
0xaB2f8209b6fd053F1D4E67F33e456d90367C2487,5,false
0x3A5cC27b8F4c45c3e7e6bbDCB1C1650D7751690e,5,false
0x7f4A042DD65cEFE74552c63Cc0221c18DBb43e21,5,false
0x099E7DCc00377117DdC33fDA63a7B2C095d0FA6d,5,false
0xA9A019eAF3120a06c7C91cA1cE8B62f0C696c94e,5,false
0x9adD6f8C7844F6F78C94308F21bFFF46fb4a5Dda,7,false
0x70Fed778930759bE1c5F9D70D09d1186a417554A,5,false
0x90422E1dA3A90B0cd80BF9Af5a59AFb4E001d892,5,false
0x7A50D455eA44f34Be96AEc0426D0ADbbE3D84637,5,false
0x4Dd2EC52F8026551A3E90531A8B17B08e985C289,5,false
0x4511Bb53674418Ba17706fbD3C3fc5ff0B41d994,5,false
0x6fefF91951bB5D3438c37f0Ad6f9cBb3900808Ff,5,false
0x6131990F64EEcBEE453b65B225B9094EBB3a2612,5,false
0xF488ca8C235BCFfD67394D21ecb9c90242D79535,5,false
0xfb4B688e5Ad04875338d30576B1e91C37c0F1612,5,false
0xD2b2ffB828406dB86C242ed8bbC0D7D53394fC2b,5,false
0x721030f47f80a76022966b02bef3967a687ba004,5,false
0x85b115cD51AE6D1440AC77b84EF13C983e647BE2,5,false
0x89AD8677fF1b81D1006Cc306b06eC98c40478ab0,5,false
0x87Ca25e40F4D5144A95308c28bC981549227BD9E,5,false
0xD413c5f4C0F63232fD6e4edf24eA6fCCdA070308,5,false
0x8144868D16512C0026879B26b9A25F1E173b48cB,5,false
0x738FE23bf4Ac408905e81BfAB46B50d9668111df,5,false
0x29eF90c1E8c26c25E40c7a1E605DdCeBBE4ec23d,5,false
0x23ee739530231e7aFF44A386DcBab639a6C04c92,5,false
0xB51DE0E1FE4514249049C0acB34D665C6C37A515,5,false
0xF154048CD8efB1334Ab4b0226c1437B034a9e19b,5,false
0x83A9F3bD34fcf7bcCf4Eb030dC5245f2A4e0faD3,5,false
0x104Be7518A497a8924BF2D3dd04f03339E9f3841,5,false
0x1ec552C412B6F05d0134D9E7700F00232D53B254,5,false
0x5488aF0bFD339C7b215C0ef6A9fD92De9F800AA6,5,false
0xB71c8a01d16483a471B883942f8B6ca99784e5a6,5,false
0x18f004EE4C9278fc5d02fBeBecF64e7d0715d4Bb,5,false
0x91A868960Ef533a3343ebF57BD0ea08DA661366E,5,false
0xE3D9559f230d46d27844A71B367231b77511BdC4,5,false
0x7636Dd3007014443D4b81C7ca9a302Ad14D39A93,5,false
0xBe2603A8b623F051F0C53fF2aaB2237fc81B6aEF,5,false
0x33B507FbB0Fb83D20759b8a32DbAaf3Db4BC5a50,5,false
0x075661DfeeB9c4856Ced301626DB18e6E5305f68,5,false
0x1d5873959d3D272e71DCE72E9D4d7C1D27d64C2B,5,false
0xf27A9B0De3Ff88139F60C633F7076eE0D2bca50E,5,false
0xf30e89f30764b089216f10AFA3708f3b674E6a5b,5,false
0x488Bd77bE462D7d05FC22D0e34E3354CE0C7e09A,5,false
0xd3022599033430bF3fDFb6D9CE41D3CdA7E20245,5,false
0xaF23708C4DF15797876Dcf5efe342a8FE3665727,5,false
0x9d5252c7a89b347f249cfc5f1729Da505d1ad568,5,false
0x4A85555C4B1497E68cc2939D4D840663ce4f9400,5,false
0x8ba9166819B417d9d4AE9ec3E370bfDAFC58fEf8,5,false
0xE4AD78A8220ec17bF2Bd433Bb04cf1F39B9410B4,5,false
0xb704B32D4a523890E817ecab90f4a1A4EA2B397a,5,false
0xD9E986Bd44512CD2c0De4844ef902769e2647F4a,5,false
0x9c0a720a4d2Aa5aDE4677Ea97E64e2773d4313E7,5,false
0x6F1D7Bf08304e1Ef6955bc1ddcBDce2073dbe366,5,false
0x06e669e9E19D4FAE54171326A11105F4FD12BeDe,5,false
0x6c7Ea0C4Ff9f5Bd8Ba258c0051A5b4e391921Dce,5,false
0x33c2127a98eDec03453657E575e67c6EAEa6AD25,5,false
0x63aBd9a8C6F4035adCD7FE3a5ce16f966276aeDa,5,false
0x3985527116EE6f7F2489572ada2EA1d4f4110F88,5,false
0x2CfD36dCCB5f01fb5C3ACe1ae26b585eD8bC5Ae7,5,false
0x44FF9Fb48523C94e2E60965C6e9869D4d9e5DDf5,5,false
0x5443eEe1b9a93338eb980d228c3E29ac76f6EC2C,5,false
0x5d12986d86a186372De42A155f0c5a83fD88A7CD,5,false
0x2EEf40759463Bb1c380915DEcc6580fB63dA9550,5,false
0x011596798fb59dDf7fee604a8a07097eAf341520,5,false
0xcF845Ac969829c55B7Bc2A1a709321727bC6b96f,5,false
0x8cFb05601613eD79d6758F84c17987265B782112,5,false
0x7C8EB155328469260D8cECbaa1e8f5d6d97177E9,5,false
0x6bBD192BF3C55eD22c69338a78EcC9CAb2936829,5,false
0xA63C873239011809a175E77FdE742BBD6baBB8A0,5,false
0x0d909F81F143e5802A191e046ebe0B7721871193,5,false
0x8e9359cc0cC3EF8b5791c7855e8991e06D7b7104,5,false
0x303175c889263D8fD7Bc95887a0cE92A93AEe671,7,false
0xDb5D099a6d2f2BC090Fcd258CC564861d552C387,5,false
0x1a7edb392BFB110C9Cd4d534F3d0eDbb246D8B04,5,false
0x8d0342a092AE7708fF520788b365c2647EF477A8,5,false
0xE86a42D43f91154180D014C659a60b3FEb2a8633,5,false
0x90a1AC797c65259B9Bb07afCe4c70b2522eb4014,5,false
0xfE10B37857AB6AC9EC5a81d7306e8A522b8e2f2c,5,false
0x9695cFDDEa925e36Dc656dD2d078019E14A95ac1,5,false
0x704B4772988bf36F01a541Ee389b442b96DDBb2E,5,false
0x48888147B340DfF37c5E5229C7545455f9Bf0290,5,false
0x205c726fe98b962530acd54c57efd600f6aafd50,5,false
0x9Bd4b05B6F3cD3778012f72C16c42Fd0490CfB3e,5,false
0x1CccFDBaD92675f7212cb264e4FdCbd8699a81dE,5,false
0x5D8c4Ea57b8607cE3D3E220574e291Ac98797e9A,5,false
0x5fB998B8024E38867558fD5E2b87B6D13Da730f8,5,false
0x2a881F5c9bf385621f1ba9E5A26EB767886E1705,5,false
0x5B233b30E76A14af05227dC9c2E355199936afC4,7,false
0x3Da7DF15B010216B94eF7f7bdb60D6dc9865EacD,7,false
0xa42ACDaf9dDaA5247Fcb5d83b4A40cbB36f74A46,7,false
0x2Fbda14ED372521729Eb25A28f6050E0D139c0Af,7,false
0xff5789421421791416B8D5e7BC4d6dfDddBBcf5e,7,false
0x6F2D749f7e3eDf0954b886D85722601210e57d78,7,false
0x9B872C93FA98B0cdEB43C594256c4565a425D8E7,7,false
0x0654AC1771AB49bCD3A38d37e38e335A1cb5376E,7,false
0x6c250E3169c7B0d986A088d85f0A445dE7125589,7,false
0x1C54dae56f561dD228664Ab3B30a818A4A0bDcF1,7,false
0x7E3bd86a92F9C47e9cd140638e56C71a33a3F09c,7,false
0xb4E7A9b3b53435568AAA1dc7b8217c332C901bb2,7,false
0x2C2c5EC9E91366837527289184A66786B29Ae5dA,7,false
0x04a5B0C2D8d2C27d2A31853112eaEf5393A506f8,7,false
0xeab0C4BCE314237289bBa629adB59b9a5d11420c,7,false
0x5a960658f9A412f760f996a8a461b590Fd8BdC11,7,false
0x94B4988e7acf819eaDb964440975545Db60d673F,7,false
0x8dd16D516857269FAE77A06D43a4983fBb14178C,7,false
0xce60561E65b41313beD19650907c7941eEc818Fc,7,false
0xEE5FcC52cC198eC121015d9B8Ce82F6bb48c1BA7,7,false
0x80e8CD27F04d95D3338b760700Dcf57d7deA6Aff,7,false
0xF408596d91E26c19346Da97a0fD6ABEa8112c264,7,false
0x523555fc54Dea94614d1d16119525f5dd7CDd1ce,7,false
0x9eab5bF6306550DC7cE5c34CCaa9e8Fcdd8c10C2,7,false
0x0f338eB4e876F552B57f57d34577170067183387,7,false
0x70556ad75D06d97bc0921A3C62653E3B4004437E,7,false
0x2efe273a26021eBad0BD1F74FF5Fd12128460077,7,false
0xF3613A21846704343Ab0b646B7fDb33d48bB0151,7,false
0xd5B07319d4c301559312953e9CdD58594fdc2C70,7,false
0x0A82a135B775d93A63f0CC714A57e76510eb7d9F,7,false
0x0D502A405a2BAD5E2353CDb037BA4F1e5f604568,7,false
0xB26BB26Edaf4796883A669b831CA0f3D6db9346F,7,false
0x72Cd1e099aDBFc1B767FBB5A091EA2ae7C713592,7,false
0x9CFD13fD3E55418ecF08a4B38e07f530683b329C,7,false
0x21454Dc7cf4FD78cCd66AD632bB7fB30C9BeDc6A,7,false
0x1C2A04e07C6De979aDf1897A8E088374bcf225B3,7,false
0x833d3e87434a646fce94fCCC9afD5dc84714D68e,7,false
0xEbf5feF7946d95880f4d1B298F70F7F1bF552a9E,7,false
0x1F69a3bB945A33716128a9C277415F5a9C87bc23,7,false
0x346c94cEC7cBdAa12253C4959e382Ca8D1aBBB94,7,false
0xb5017C6CD09e55fd8461ed10b6b03Da67798e99d,7,false
0xFFE943AC92171CD5842d219F43840291C598CD9A,7,false
0xC52FFcAbbeACf8153f58afF5a999F9f4166FcbAE,7,false
0x13a881D54b975409ff64fdB48ecA99f1d9063559,7,false
0x848B77b0F0b89Cc7515629b36DD2702b711A55bc,7,false
0xCabB179ca4f9360e4761121A2363a3AF5587B1aA,7,false
0xb1527139e8033C914be5D6B101753933C178a3C4,7,false
0x9a90eb32c4fB9045b3254974d781673cfC4352c5,7,false
0x3aC46EeD7dE7ad93cf0D4A6F2e4413509186cF97,7,false
0x494168DE77f070A25337279718Bda190Df958d80,7,false
0x83882460157B1a14EA50A7e47a992aF0BEAb9331,7,false
0x7cD38139eA0bB92937e061cb863FB1B4E9f1Ba4C,7,false
0x2119a42aFb727a1131D337B6a178c94BC2851825,7,false
0x3B14f458f25E53eD9337db2417120A2CaB4bE17B,7,false
0xC2E4FA63a830bC290e1Cca166fb8998e96f2F589,7,false
0xAb44c02159E6F9Ec4879eE94D6e3964dCd4E376d,7,false
0xb13deE4b3F7487aF7aC054A841e5656Cfd065f82,7,false
0x37f6813D46c3B94E49E1F8f4aC28d3837E08ED45,7,false
0xEC9ff8e24cBF6055d9Eb4326dc7e59A78E9a0a9F,7,false
0xE8Ba172DaBef8091402545Fe3C3aF170c47fcE7a,7,false
0xa034fdddb39e21467dfc84a737d03f1644ddb11f,7,false
0x2cf3bD6068b91727AbF7235637eEB0a592dDe552,7,false
0x33a0f55B81911f777c0aC18d1c9Be6d2f846bC7f,7,false
0xe303E65Bbfb22D4217F18c32A7f348F3d940864A,7,false
0x527dDa827f0D0B140fD4294Bc2F0B1918FC805bD,5,false
0xeE81F6B34149128c3Eeac83FB1e41BE6F7C0b308,5,false
0x1f8d728bDe86570255b09C467B063Dd8484120Fd,5,false
0x80AB296975cB5dA595d28C782Ec88dB767925D19,5,false
0x4C651C171b0f1439e0355C48c84dD278a969F296,5,false
0x4cE6f62661B68545eab727848B0f175B9C80821B,5,false
0x93C323d26D21b073472ea5E9Bc1325cEEAa109B6,5,false
0x975465FC554CFB7631BDC728D9B18aBb0da71995,5,false
0x036863A5A05c5A7EbD2553824Cb040aAa2a6D687,5,false
0x5Ca4266d522C2e4b0367b746622e5E9E707348a4,5,false
0xC0C8263eb9978ee34D222a1C4f6FA3258A08fF3e,5,false
0x8734D3047477F2d49A6643311d061C982fE29e9E,5,false
0x06863E32fb7F5C3D0515FCA55d6f8F2DB6C0341F,5,false
0x2c21fc0321B0b6629301Ca930B468F3baEaAA985,5,false
0xF3E882291A4d7B85040562EFcd8730eDEeb8dac4,5,false
0x9ff05Dd1b6e586ee87EeCA0eBC5ac9237d425671,5,false
0xa844f90F686AdCf56c199Aae560031DD669e8123,5,false
0xb3478EF163Efdd085d2f43a5Ce880F801F84FBc5,5,false
0xe1512f636A051aa89c76d46e9a2CEef61986A9C3,5,false
0xd39065B385fF9cB55cd4074bCFE4c592a335e2A6,5,false
0x7b4d020f643db9eB93742996ca7dF9848ae3A252,5,false
0x2051Db94883Fd4bCF17Abe90f11b11709CdC5a1D,5,false
0x85855169309155cd4b4A769920B33f531360F229,5,false
0xEE4EC7bF45872F28dA65081ebb09a92e0A777d34,5,false
0xbaf0Ea17ee1E90E6F19A7a68808F867d7d7f94a6,5,false
0xAc41F6B9aecE9196baFA6DBD35891D270DEc63F3,5,false
0x286A2bb7a3bb6a785D3F77ecF17CE3c480e2f3a8,5,false
0x283B9648C82432AfacA1fa8E52fB62305461AA3F,5,false
0x6c06A6227Bb8051fadea5533385b785f86e7cD74,5,false
0x4C5287834576F7f1F3732FC2dDDEF2d2Db3fea53,5,false
0xe8Dd52667ACa4c279c04d1278dE6507431CE0479,5,false
0x04cCafDB49Fa5961eC55c234a005E7663CC2eaaf,5,false
0x89FBD89e67509e7AcC2110a24b72B74f6EB81BE1,5,false
0xbf2c554f92F42aE552eeB0272DbaeB345f858C54,5,false
0x69FaA89E5616a0062C307727e2a9CCf1a3e383cd,5,false
0x14Eee6fA252c5107Cd75461A0Bc4c827f4aB2Ff9,5,false
0xda84396166Dde02c6E547C87eF34c94563a6AA35,7,false
0x6eABfA4A1177aaC6b021c7F1df1bc9864C75e754,5,false
0x0902eb3661D8EFEB5ad951e893CFa64298905b88,5,false
0x70b5447342562F70016EED3E12ce28B4af4CD78F,5,false
0x6312f0D37CE4456f8D745DF4F5072391eB8fee8D,5,false
0xFdB968673Da57A2A5f8Ac05dAbfd66E965170Ee5,5,false
0x445DE5F15a7f62360b9886cC559A487A49AC56fd,5,false
0x4D8F2e13735d623229197103744AEB09EB8Cf1B5,5,false
0x4677a64Fbba14e133B8bbAB540595e9673bB14Bd,5,false
0xf1f1adC9C69fd10572E24de186835658274AFEC4,5,false
0xAA381E2E922921e1300AEF954A4D45D6895638FF,5,false
0x84dC638c5e9b7EBB22572919f95237032dd69B52,5,false
0xC9440b7AfD8591be0756971D057fa463f0e1eF3c,5,false
0x687B13e998e7AC13D6A40431e29F37361A62eE5f,5,false
0xeA2327A73b9F6399A4974128C04AC2b89f1e39eA,5,false
0xDdf5Afb04abB610D35D49531C79D532084f71489,5,false
0x069414D4F4C78d5C185dFBEE5A12e2FD4EB3960D,5,false
0xC89D096D9652899B3BB0151dcFc6aeC14824FC76,5,false
0xbDd5D94E6463cF1683083A60774B38E7f3BC42B2,5,false
0x526FECF1506F78793fA49C91B7047A6Ee0B71f5a,5,false
0x628aeF3Aa92bf99fE94Bb33cF4972bFB9A152939,5,false
0xcfc83E544451425f4eE8F0567DBA1cC0434178E1,5,false
0xe4F3845d8fC5fbedeBfAB5E1b600FBe4eD57fad6,5,false
0x65Cf289939D50855006259a921465f055C81a849,5,false
0xbE68Ef894C4a081a4b4a99fe7059232Deb64B96a,5,false
0xA7B66856b34BC50B0d52944dD1697Fe0F5702F64,5,false
0xf1838E94D0deE446a74C309C69B7A90dB7E711B3,5,false
0x952d90403D485D2C1CD9477dfcd64278b1979c0B,5,false
0xe966E9D9F3F7a69B7bd826f0E7a6BB6DEd7d337a,5,false
0xAC094F4409f4F257773379Bcc96C4D75EEf38637,5,false
0xB040343E31B9E7f5b996f7a3991F4B4BcFa28437,5,false
0x89f2C064a1e1ee5e37DF0698Fc95F43DAAA2a43A,5,false
0x80c6108A451D09A7E49B2CE021DCedf8EA538b56,5,false
0xE254418CfD5602942C8E44F858AE31370B82Ebcc,5,false
0x63294F76dD7E0Dd78fb3c430281B2DAE494EC926,5,false
0xca6a1E0eD10E37A088ecd0AeFD9633496D69BE8E,5,false
0x5560C57b35754A4DF8169601c74555075336a84D,5,false
0x22CFb7FEE88764983CA960D60D5B43dD28499Aba,7,false
0x61303eCDeAA4F6328273C5447B15327D7E3Df7d8,5,false
0x98CC9fd8B9aF3Ed207d977400626D95E38200bf1,5,false
0x82e57733DE175472cCC4a49b07ba4912Fb9Fa873,5,false
0x59604bee5568E13a00d7Dc92eBF78d368A22e226,5,false
0xD1057878AAF096d81d05E71dD2Da79E2070495b2,5,false
0x8689b06Fc46BC46AE799F5e40Df0979FA42d65e6,5,false
0x93f3a5513CC83F50b48E14b896339235D99dcFc4,5,false
0x7A6F482de0Eb98445F693Be46EA46EFd67A6dF51,5,false
0x19f6e6244165139195209cF91314e252857F8E8C,5,false
0x14aC207FC81FF3E853f81322188fB30F224893Fa,5,false
